Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Size,Color,Material,Warranty,Manufacturer,Rating,Shipping_Weight,Delivery_Time,Discount,Eco_Friendly,Shipping_Cost,Shipping_Company,Shipping_Type,Insurance,Return_Policy
2023-06-29,29,June,2023,39,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35,238,143,381,Small,Green,Carbon Fiber,3 Years,Manufacturer B,3,9.19,5,28,True,81.32,UPS,Standard,,7 Days
2023-12-13,13,December,2023,24,Youth (<25),F,France,Yveline,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,138,713,851,Extra Large,Red,Steel,2 Years,Manufacturer A,4,6.09,8,5,False,59.77,Posti,Standard,,7 Days
2023-12-04,4,December,2023,54,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,22,23,45,Medium,Blue,Plastic,2 Years,Manufacturer C,2,14.25,7,5,True,71.86,Posti,Same Day,Basic,7 Days
2023-04-14,14,April,2023,35,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,67,46,113,Small,White,Carbon Fiber,1 Year,Manufacturer B,4,14.79,3,10,False,39.41,FedEx,Standard,Basic,60 Days
2023-07-31,31,July,2023,26,Young Adults (25-34),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,27,7,9,52,189,241,Medium,Green,Carbon Fiber,Lifetime,Manufacturer D,1,9.7,4,23,True,81.04,GLS,Same Day,Premium,7 Days
2023-07-05,5,July,2023,24,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5,62,44,106,Extra Large,Black,Steel,3 Years,Manufacturer D,5,7.76,4,16,False,31.96,GLS,Standard,Basic,60 Days
2023-02-07,7,February,2023,33,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,Extra Large,Black,Steel,1 Year,Manufacturer D,1,3.77,6,6,False,17.99,GLS,Next Day,Basic,7 Days
2023-06-25,25,June,2023,62,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,3023,3798,6821,Small,White,Carbon Fiber,1 Year,Manufacturer A,4,10.16,8,25,False,98.82,DHL,Same Day,Premium,No Return
2023-03-19,19,March,2023,25,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,11,7,9,20,77,97,Small,Green,Plastic,1 Year,Manufacturer C,2,12.92,7,7,False,50.54,GLS,Express,,No Return
2023-06-14,14,June,2023,22,Youth (<25),F,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,16,1,4,36,16,52,Large,Red,Plastic,Lifetime,Manufacturer C,4,11.45,9,6,True,23.27,UPS,Next Day,,60 Days
2023-08-09,9,August,2023,47,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,LL Mountain Tire,22,9,25,275,198,473,Large,Black,Carbon Fiber,1 Year,Manufacturer C,2,1.4,5,22,False,94.17,Posti,Same Day,Premium,30 Days
2023-03-18,18,March,2023,35,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,64,39,103,Extra Large,White,Plastic,1 Year,Manufacturer A,3,7.82,6,11,True,7.7,Posti,Same Day,Basic,30 Days
2023-03-25,25,March,2023,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,44,39,83,Extra Large,Red,Plastic,3 Years,Manufacturer A,2,13.0,7,26,True,90.17,FedEx,Next Day,Premium,7 Days
2023-11-23,23,November,2023,32,Young Adults (25-34),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",21,42,54,229,882,1111,Extra Large,Red,Carbon Fiber,Lifetime,Manufacturer C,5,2.14,7,29,False,25.7,Posti,Standard,Basic,30 Days
2023-09-28,28,September,2023,50,Adults (35-64),M,France,Nord,Clothing,Gloves,"Half-Finger Gloves, L",12,9,24,143,108,251,Extra Large,Red,Carbon Fiber,2 Years,Manufacturer A,2,11.19,4,24,False,8.06,DHL,Express,,30 Days
2023-01-05,5,January,2023,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,20,20,40,Large,White,Aluminum,Lifetime,Manufacturer C,2,14.86,2,16,True,15.56,DHL,Standard,Basic,7 Days
2023-12-06,6,December,2023,42,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,490,299,789,Medium,Red,Carbon Fiber,Lifetime,Manufacturer A,5,9.19,8,26,False,77.17,UPS,Standard,,30 Days
2023-06-11,11,June,2023,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 62",1,487,783,124,487,611,Large,Black,Aluminum,1 Year,Manufacturer D,3,14.19,9,9,True,38.86,Posti,Same Day,,60 Days
2023-01-31,31,January,2023,38,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,Medium,Red,Steel,Lifetime,Manufacturer D,1,11.88,4,29,True,26.53,Posti,Next Day,,7 Days
2023-08-30,30,August,2023,26,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,10,2,5,28,20,48,Medium,Blue,Carbon Fiber,3 Years,Manufacturer D,3,12.14,6,17,False,7.25,Posti,Same Day,Basic,No Return
2023-05-04,4,May,2023,38,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,32,22,54,Large,Black,Plastic,1 Year,Manufacturer C,1,12.53,6,6,False,18.56,FedEx,Express,,60 Days
2023-11-29,29,November,2023,44,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,185,344,529,Extra Large,Red,Aluminum,3 Years,Manufacturer D,1,2.57,2,25,False,49.86,DHL,Next Day,,7 Days
2023-12-31,31,December,2023,64,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,LL Road Tire,7,8,21,90,56,146,Large,Blue,Steel,2 Years,Manufacturer B,5,8.43,5,25,True,44.26,DHL,Standard,Basic,7 Days
2023-02-17,17,February,2023,28,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,3,2,5,Extra Large,Black,Carbon Fiber,1 Year,Manufacturer C,4,2.67,9,14,False,6.85,FedEx,Next Day,,No Return
2023-05-03,3,May,2023,28,Young Adults (25-34),M,Germany,Brandenburg,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",2,38,50,23,76,99,Small,Green,Plastic,1 Year,Manufacturer B,5,10.94,2,20,False,36.97,Posti,Standard,,30 Days
2023-02-01,1,February,2023,27,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,2,3,5,Extra Large,Green,Carbon Fiber,3 Years,Manufacturer D,2,3.06,4,9,True,99.99,UPS,Next Day,Basic,60 Days
2023-03-01,1,March,2023,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,8,11,19,Medium,Black,Carbon Fiber,1 Year,Manufacturer A,4,11.47,7,11,True,94.37,FedEx,Standard,,7 Days
2023-11-02,2,November,2023,63,Adults (35-64),M,Germany,Hamburg,Accessories,Tires and Tubes,Road Tire Tube,21,1,4,57,21,78,Small,Blue,Steel,1 Year,Manufacturer B,2,7.5,2,13,False,58.62,Posti,Express,Basic,7 Days
2023-10-08,8,October,2023,37,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,6,2,5,14,12,26,Extra Large,Green,Plastic,2 Years,Manufacturer D,2,10.02,9,2,False,68.44,DHL,Same Day,,30 Days
2023-05-22,22,May,2023,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,14,2,5,33,28,61,Medium,Black,Steel,1 Year,Manufacturer B,4,5.06,2,16,True,57.07,FedEx,Express,Premium,7 Days
2023-08-02,2,August,2023,62,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,4,2,5,8,8,16,Small,Blue,Aluminum,3 Years,Manufacturer B,3,12.79,2,13,False,49.67,GLS,Express,Premium,60 Days
2023-03-14,14,March,2023,37,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,554,338,892,Medium,Black,Steel,1 Year,Manufacturer A,4,14.63,3,17,False,32.73,UPS,Same Day,,7 Days
2023-05-11,11,May,2023,48,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10,114,104,218,Medium,White,Carbon Fiber,2 Years,Manufacturer C,2,8.85,6,8,True,6.47,Posti,Next Day,,7 Days
2023-10-15,15,October,2023,30,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,13,7,9,24,91,115,Small,Green,Carbon Fiber,3 Years,Manufacturer B,3,10.37,5,19,False,16.27,Posti,Standard,,30 Days
2023-02-12,12,February,2023,20,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,6,6,12,Large,Black,Aluminum,Lifetime,Manufacturer C,5,9.19,2,23,False,64.7,UPS,Standard,Basic,30 Days
2023-01-23,23,January,2023,38,Adults (35-64),F,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,25,8,22,345,200,545,Extra Large,Red,Steel,3 Years,Manufacturer A,4,8.03,3,27,False,71.13,GLS,Same Day,Premium,No Return
2023-08-21,21,August,2023,50,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,186,169,355,Extra Large,Green,Steel,1 Year,Manufacturer C,4,0.53,9,10,False,87.05,UPS,Express,Premium,60 Days
2023-12-31,31,December,2023,35,Adults (35-64),M,United States,Ohio,Clothing,Gloves,"Half-Finger Gloves, L",24,9,24,279,216,495,Large,Red,Steel,2 Years,Manufacturer B,3,2.48,8,2,False,33.95,UPS,Standard,,30 Days
2023-11-30,30,November,2023,19,Youth (<25),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,229,208,437,Medium,Red,Carbon Fiber,1 Year,Manufacturer A,4,4.78,6,7,True,50.21,DHL,Same Day,Basic,30 Days
2023-07-31,31,July,2023,44,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,206,130,336,Large,Black,Plastic,3 Years,Manufacturer D,1,8.93,7,10,False,9.03,UPS,Same Day,Basic,60 Days
2023-10-11,11,October,2023,32,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,24,22,46,Large,Black,Aluminum,Lifetime,Manufacturer D,4,3.71,7,18,False,48.15,Posti,Same Day,Basic,No Return
2023-03-10,10,March,2023,23,Youth (<25),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,32,7,9,61,224,285,Extra Large,Green,Steel,1 Year,Manufacturer C,4,4.3,1,28,True,78.97,Posti,Same Day,Premium,7 Days
2023-05-26,26,May,2023,60,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,6,9,15,Small,Black,Aluminum,1 Year,Manufacturer D,2,6.72,5,3,True,11.7,DHL,Next Day,Premium,7 Days
2023-06-26,26,June,2023,57,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,77,52,129,Large,White,Steel,Lifetime,Manufacturer B,3,12.46,9,2,False,25.84,GLS,Next Day,,No Return
2023-02-08,8,February,2023,40,Adults (35-64),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,148,117,265,Small,Black,Steel,3 Years,Manufacturer D,4,5.09,6,14,True,85.8,UPS,Express,,7 Days
2023-03-17,17,March,2023,34,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,23,16,39,Large,Green,Aluminum,3 Years,Manufacturer C,2,12.84,7,1,False,25.47,Posti,Next Day,Basic,60 Days
2023-12-20,20,December,2023,23,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,13,14,27,Extra Large,Blue,Aluminum,3 Years,Manufacturer B,3,5.28,9,17,False,21.12,UPS,Next Day,,7 Days
2023-01-26,26,January,2023,30,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,174,344,518,Medium,Green,Plastic,Lifetime,Manufacturer B,1,0.56,3,20,True,83.47,DHL,Standard,Premium,No Return
2023-02-24,24,February,2023,26,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 52",1,1519,2443,826,1519,2345,Small,Black,Carbon Fiber,3 Years,Manufacturer B,1,12.34,8,12,True,33.39,FedEx,Express,Basic,7 Days
2023-08-08,8,August,2023,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,35,30,65,Small,Black,Steel,3 Years,Manufacturer C,2,14.83,4,24,False,7.74,FedEx,Same Day,Basic,7 Days
2023-04-30,30,April,2023,26,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 44",3,713,1120,784,2139,2923,Medium,White,Plastic,Lifetime,Manufacturer C,4,10.69,6,5,True,32.13,Posti,Express,,30 Days
2023-10-13,13,October,2023,45,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,99,344,443,Large,Blue,Carbon Fiber,2 Years,Manufacturer B,2,2.55,9,7,True,62.59,FedEx,Standard,,No Return
2023-11-30,30,November,2023,47,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,7,7,14,Medium,Blue,Aluminum,Lifetime,Manufacturer C,4,6.27,8,20,True,30.04,UPS,Express,Basic,No Return
2023-11-28,28,November,2023,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17,Medium,Blue,Plastic,Lifetime,Manufacturer C,2,3.63,2,17,False,42.51,FedEx,Standard,Premium,30 Days
2023-07-11,11,July,2023,50,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,49,34,83,Medium,Black,Plastic,2 Years,Manufacturer C,1,5.67,8,26,True,80.1,Posti,Same Day,Basic,60 Days
2023-01-29,29,January,2023,33,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,12,5,17,Medium,Blue,Carbon Fiber,Lifetime,Manufacturer C,2,9.86,7,24,True,84.38,FedEx,Express,Basic,60 Days
2023-11-25,25,November,2023,30,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,23,11,34,Small,Red,Carbon Fiber,3 Years,Manufacturer B,1,12.33,8,16,True,76.46,DHL,Next Day,Basic,7 Days
2023-01-21,21,January,2023,38,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1335,2171,3506,Large,Black,Aluminum,3 Years,Manufacturer C,2,1.88,9,14,False,96.45,Posti,Same Day,Basic,No Return
2023-04-08,8,April,2023,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",4,42,54,44,168,212,Small,Red,Aluminum,Lifetime,Manufacturer B,2,4.16,1,25,True,68.44,GLS,Express,Basic,30 Days
2023-10-08,8,October,2023,37,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,23,25,48,Large,White,Carbon Fiber,3 Years,Manufacturer C,2,6.46,7,17,True,96.75,FedEx,Standard,Basic,7 Days
2023-01-21,21,January,2023,59,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,15,7,9,0,105,105,Large,Blue,Carbon Fiber,2 Years,Manufacturer C,1,7.68,1,18,True,96.81,DHL,Express,,30 Days
2023-09-22,22,September,2023,45,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,17,13,30,Large,Red,Steel,3 Years,Manufacturer A,2,14.46,6,29,False,60.45,Posti,Express,Basic,30 Days
2023-05-28,28,May,2023,33,Young Adults (25-34),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1489,2504,3993,Medium,Green,Plastic,3 Years,Manufacturer B,1,11.59,4,13,False,18.22,Posti,Same Day,Basic,30 Days
2023-04-15,15,April,2023,26,Young Adults (25-34),M,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,9,14,23,Extra Large,Green,Plastic,3 Years,Manufacturer C,2,3.15,3,1,True,48.16,FedEx,Next Day,Premium,7 Days
2023-02-07,7,February,2023,36,Adults (35-64),M,Germany,Hamburg,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,14,5,19,Medium,Blue,Aluminum,3 Years,Manufacturer C,5,11.9,4,16,False,67.17,GLS,Express,Basic,60 Days
2023-01-10,10,January,2023,43,Adults (35-64),F,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",26,38,50,26,988,1014,Small,Black,Plastic,Lifetime,Manufacturer B,4,5.7,1,15,True,39.76,DHL,Same Day,Basic,30 Days
2023-03-09,9,March,2023,38,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4,Medium,Green,Plastic,Lifetime,Manufacturer B,2,7.52,7,1,True,23.78,FedEx,Next Day,Premium,30 Days
2023-07-19,19,July,2023,33,Young Adults (25-34),F,United States,Washington,Clothing,Gloves,"Half-Finger Gloves, L",6,9,24,58,54,112,Large,Red,Steel,1 Year,Manufacturer B,2,13.14,5,25,False,62.02,UPS,Express,,7 Days
2023-06-22,22,June,2023,32,Young Adults (25-34),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,377,312,689,Medium,Red,Carbon Fiber,3 Years,Manufacturer C,4,14.45,2,17,True,16.18,DHL,Express,Premium,No Return
2023-06-21,21,June,2023,33,Young Adults (25-34),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,332,221,553,Extra Large,Black,Aluminum,2 Years,Manufacturer D,2,3.26,1,26,True,10.91,Posti,Standard,Premium,7 Days
2023-12-18,18,December,2023,31,Young Adults (25-34),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",3,42,54,30,126,156,Extra Large,Red,Aluminum,Lifetime,Manufacturer D,5,8.38,3,20,False,7.35,FedEx,Same Day,Premium,60 Days
2023-12-31,31,December,2023,40,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,8,6,14,Large,White,Plastic,2 Years,Manufacturer C,4,6.81,3,15,False,31.21,GLS,Next Day,,30 Days
2023-10-11,11,October,2023,31,Young Adults (25-34),M,Australia,Queensland,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",1,1482,2384,521,1482,2003,Medium,White,Carbon Fiber,2 Years,Manufacturer A,3,14.68,6,16,False,57.57,DHL,Next Day,Premium,60 Days
2023-05-21,21,May,2023,23,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,31,11,42,Small,Black,Aluminum,1 Year,Manufacturer B,2,5.27,5,12,True,31.15,GLS,Standard,,7 Days
2023-08-03,3,August,2023,30,Young Adults (25-34),M,United States,California,Clothing,Shorts,"Women's Mountain Shorts, S",10,26,70,426,260,686,Large,Blue,Carbon Fiber,3 Years,Manufacturer B,2,10.26,2,3,False,69.41,GLS,Standard,,30 Days
2023-11-18,18,November,2023,41,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,43,26,69,Medium,White,Plastic,2 Years,Manufacturer B,2,10.59,8,9,False,20.4,Posti,Express,Premium,No Return
2023-05-29,29,May,2023,32,Young Adults (25-34),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,12,7,9,10,84,94,Large,Blue,Aluminum,1 Year,Manufacturer A,3,11.56,4,0,True,90.04,FedEx,Next Day,Basic,30 Days
2023-01-12,12,January,2023,38,Adults (35-64),M,United Kingdom,England,Accessories,Cleaners,Bike Wash - Dissolver,18,3,8,84,54,138,Small,Green,Steel,2 Years,Manufacturer C,5,12.3,6,13,True,74.48,FedEx,Express,Premium,7 Days
2023-06-12,12,June,2023,35,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-500 Black, 42",1,295,540,234,295,529,Large,Green,Carbon Fiber,Lifetime,Manufacturer C,3,13.27,7,25,False,53.53,DHL,Next Day,,7 Days
2023-09-03,3,September,2023,26,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire,26,11,29,302,286,588,Extra Large,White,Steel,2 Years,Manufacturer A,5,11.16,9,9,False,9.97,DHL,Next Day,,60 Days
2023-04-08,8,April,2023,49,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,28,20,48,Medium,Blue,Carbon Fiber,2 Years,Manufacturer C,3,11.95,8,7,False,98.87,UPS,Express,Basic,7 Days
2023-04-02,2,April,2023,52,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,3,7,9,5,21,26,Small,Blue,Plastic,1 Year,Manufacturer C,2,4.53,7,2,False,66.54,GLS,Standard,,No Return
2023-02-03,3,February,2023,38,Adults (35-64),M,Germany,Brandenburg,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,396,713,1109,Small,Black,Plastic,3 Years,Manufacturer D,3,2.48,8,23,True,29.08,FedEx,Same Day,,No Return
2023-06-11,11,June,2023,53,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",5,13,35,107,65,172,Medium,Red,Plastic,3 Years,Manufacturer D,5,4.9,4,29,True,49.34,FedEx,Express,Premium,60 Days
2023-05-17,17,May,2023,59,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,Road Tire Tube,13,1,4,28,13,41,Small,Blue,Steel,Lifetime,Manufacturer D,1,13.42,8,29,False,40.03,UPS,Standard,Premium,30 Days
2023-05-24,24,May,2023,35,Adults (35-64),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,328,260,588,Extra Large,Black,Plastic,Lifetime,Manufacturer D,2,5.42,8,1,False,76.78,UPS,Same Day,,30 Days
2023-03-09,9,March,2023,50,Adults (35-64),M,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,16,25,41,Extra Large,Black,Carbon Fiber,Lifetime,Manufacturer D,3,9.99,6,29,True,78.84,GLS,Standard,,No Return
2023-08-18,18,August,2023,24,Youth (<25),F,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,205,713,918,Medium,Red,Steel,2 Years,Manufacturer D,3,0.66,7,22,True,95.31,UPS,Standard,,30 Days
2023-05-26,26,May,2023,35,Adults (35-64),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",10,38,50,110,380,490,Medium,Red,Steel,Lifetime,Manufacturer B,1,8.63,1,11,True,38.66,DHL,Same Day,Basic,60 Days
2023-03-23,23,March,2023,31,Young Adults (25-34),M,France,Moselle,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,595,1555,2150,Small,Red,Plastic,2 Years,Manufacturer A,2,5.64,7,29,False,78.38,FedEx,Express,Basic,7 Days
2023-06-14,14,June,2023,41,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",15,13,35,309,195,504,Medium,Green,Plastic,2 Years,Manufacturer B,3,2.29,6,23,True,99.29,FedEx,Express,Premium,60 Days
2023-01-25,25,January,2023,43,Adults (35-64),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,1783,2532,4315,Medium,Green,Steel,2 Years,Manufacturer C,3,11.18,6,22,True,30.05,Posti,Standard,Premium,No Return
2023-06-14,14,June,2023,46,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,62,42,104,Extra Large,Blue,Steel,Lifetime,Manufacturer D,1,10.22,8,6,True,15.09,GLS,Standard,,No Return
2023-10-28,28,October,2023,32,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,ML Mountain Tire,28,11,30,423,308,731,Large,White,Carbon Fiber,3 Years,Manufacturer B,5,1.71,2,1,False,63.87,DHL,Express,,60 Days
2023-01-17,17,January,2023,20,Youth (<25),F,Australia,New South Wales,Accessories,Tires and Tubes,LL Mountain Tire,18,9,25,230,162,392,Medium,White,Carbon Fiber,3 Years,Manufacturer A,5,5.07,6,14,True,28.47,FedEx,Express,,30 Days
2023-12-10,10,December,2023,24,Youth (<25),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,24,22,46,Extra Large,Red,Carbon Fiber,1 Year,Manufacturer A,1,14.55,6,13,True,48.22,DHL,Next Day,,No Return
2023-01-27,27,January,2023,25,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,82,51,133,Large,Red,Steel,2 Years,Manufacturer C,2,9.87,8,15,False,11.39,FedEx,Next Day,Premium,30 Days
2023-06-14,14,June,2023,23,Youth (<25),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,122,91,213,Extra Large,White,Carbon Fiber,3 Years,Manufacturer A,1,13.07,8,21,True,48.15,UPS,Standard,,No Return
2023-07-18,18,July,2023,68,Seniors (64+),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,58,40,98,Extra Large,Black,Aluminum,Lifetime,Manufacturer B,2,14.5,3,4,False,8.74,FedEx,Standard,Premium,30 Days
2023-10-13,13,October,2023,33,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,14,15,29,Large,Black,Plastic,2 Years,Manufacturer A,1,12.18,6,7,False,25.76,FedEx,Express,Basic,30 Days
2023-09-15,15,September,2023,37,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,Extra Large,White,Plastic,2 Years,Manufacturer D,5,14.9,8,7,True,46.48,UPS,Express,,30 Days
2023-01-03,3,January,2023,44,Adults (35-64),M,Australia,South Australia,Bikes,Touring Bikes,"Touring-2000 Blue, 46",1,755,1215,241,755,996,Medium,Black,Aluminum,1 Year,Manufacturer A,2,11.67,8,5,False,85.01,DHL,Next Day,Basic,7 Days
2023-09-17,17,September,2023,35,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,86,58,144,Medium,White,Plastic,2 Years,Manufacturer B,1,9.2,8,7,True,99.51,UPS,Same Day,Premium,No Return
2023-04-30,30,April,2023,40,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,14,11,30,262,154,416,Large,White,Plastic,2 Years,Manufacturer B,1,10.82,9,10,False,69.64,UPS,Next Day,Basic,60 Days
2023-03-11,11,March,2023,27,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,29,12,41,Small,Green,Carbon Fiber,2 Years,Manufacturer B,1,7.08,2,8,True,25.29,GLS,Same Day,Premium,30 Days
